tbl_id,proc_id,tbl_nm,st,county,mem1,mem2,mem3,mem4,mem5,mem6,mem7,mem8
1335,166,Medicaid Spend-down Program                                                                                                                                                                                                                                    ,AR                                                ,                                                  ,108,216,275,333,383,441,500,558
1336,569,MiRx Card (300% FPL)                                                                                                                                                                                                                                           ,MI                                                ,                                                  ,2708,3643,4578,5513,6448,7383,8318,9253
1337,37,MN-Spendown (Assets)                                                                                                                                                                                                                                           ,MN                                                ,                                                  ,3000,6000,6300,6600,6900,7200,7500,7800
1338,50,MN-Spendown (Income)                                                                                                                                                                                                                                           ,MN                                                ,                                                  ,657,874,1092,1310,1528,1746,1964,2182
1339,170,MO General Relief                                                                                                                                                                                                                                              ,MO                                                ,                                                  ,181,256,301,346,391,436,481,526
1340,54,ND Medically Needy                                                                                                                                                                                                                                             ,ND                                                ,                                                  ,520,536,686,820,928,1028,1103,1161
1341,15,NY Excess Income                                                                                                                                                                                                                                               ,NY                                                ,                                                  ,767,1117,1285,1452,1620,1787,1959,2122
1342,16,NY Excess Income-Resources                                                                                                                                                                                                                                     ,NY                                                ,                                                  ,4000,5850,5900,5950,6000,6800,7650,8500
1343,51,OH - State Legal Services - 125% Poverty Level                                                                                                                                                                                                                 ,                                                  ,                                                  ,1128,1518,1907,2297,2686,3076,3466,3855
1344,676,OH Medicaid For Children 90% of FPL                                                                                                                                                                                                                            ,OH                                                ,                                                  ,812,1093,1373,1654,1934,2215,2495,2776
1345,43,Ohio Energy Credit (150% Poverty)                                                                                                                                                                                                                              ,OH                                                ,                                                  ,1354,1821,2289,2756,3224,3691,4159,4626
1346,171,Oregon Telephone Assistance Program (135% FPL)   and Medicare Discount Drug Cards                                                                                                                                                                              ,OR                                                ,                                                  ,1218,1639,2060,2481,2901,3322,3743,4164
1347,499,PA Adult Basic                                                                                                                                                                                                                                                 ,PA                                                ,                                                  ,1497,2020,2453,3067,3590,4113,4637,5160
1348,516,PA SCHIP 235% FPL                                                                                                                                                                                                                                              ,                                                  ,                                                  ,2121,2853,3586,4318,5051,5783,6515,7248
1349,17,PA-Excess Income (Spendown)                                                                                                                                                                                                                                    ,PA                                                ,                                                  ,650,977,977,977,977,977,977,977
1350,38,Percentage of Income Plan (PIP) (150% of Poverty)                                                                                                                                                                                                              ,OH                                                ,                                                  ,1354,1821,2289,2756,3224,3691,4159,4626
1351,492,Pfizer and Parke Davis Connection to Care /Remeron Soltab                                                                                                                                                                                                      ,FD                                                ,                                                  ,1333,2083,2083,2083,2083,2083,2083,2083
1352,161,Poverty - Level - 2001                                                                                                                                                                                                                                         ,FD                                                ,                                                  ,716,968,1219,1471,1723,1974,2226,2478
1353,13,Poverty - Level 2000                                                                                                                                                                                                                                           ,FD                                                ,                                                  ,696,938,1179,1421,1663,1904,2146,2388
1354,109,Public Housing                                                                                                                                                                                                                                                 ,AK                                                ,                                                  ,3733.33,4266.67,4800,5333.33,5758.33,6187.5,6612.5,7041.67
1355,108,Public Housing                                                                                                                                                                                                                                                 ,AL                                                ,                                                  ,3150,3600,4050,4500,4858.33,5220.83,5579.17,5941.67
1356,111,Public Housing                                                                                                                                                                                                                                                 ,AR                                                ,                                                  ,2833.33,3237.5,3641.67,4045.83,4370.83,4691.67,5016.67,5341.67
1357,110,Public Housing                                                                                                                                                                                                                                                 ,AZ                                                ,                                                  ,3075,3512.5,3954.17,4391.67,4741.67,5095.83,5445.83,5795.83
1358,112,Public Housing                                                                                                                                                                                                                                                 ,CA                                                ,                                                  ,5279.17,6033.33,6787.5,7541.67,8141.67,8745.83,9350,9954.17
1359,113,Public Housing                                                                                                                                                                                                                                                 ,CO                                                ,                                                  ,3733.33,4266.67,4800,5333.33,5758.33,6187.5,6612.5,7041.67
1360,114,Public Housing                                                                                                                                                                                                                                                 ,CT                                                ,                                                  ,4633.33,5295.83,5958.33,6620.83,7150,7679.17,8208.33,8737.5
1361,116,Public Housing                                                                                                                                                                                                                                                 ,DC                                                ,                                                  ,3733.33,4266.67,4800,5333.33,5758.33,6187.5,6612.5,7041.67
1362,115,Public Housing                                                                                                                                                                                                                                                 ,DE                                                ,                                                  ,3633.33,4150,4670.83,5187.5,5604.17,6016.67,6433.33,6845.83
1363,117,Public Housing                                                                                                                                                                                                                                                 ,FL                                                ,                                                  ,3570.83,4079.17,4591.67,5100,5508.33,5916.67,6325,6733.33
1364,118,Public Housing                                                                                                                                                                                                                                                 ,GA                                                ,                                                  ,3345.83,3825,4300,4779.17,5162.5,5545.83,5925,6308.33
1365,119,Public Housing                                                                                                                                                                                                                                                 ,HI                                                ,                                                  ,4437.5,5075,5708.33,6341.67,6850,7358.33,7862.5,8370.83
1366,123,Public Housing                                                                                                                                                                                                                                                 ,IA                                                ,                                                  ,3545.83,4054.17,4558.33,5066.67,5470.83,5879.17,6283.33,6687.5
1367,120,Public Housing                                                                                                                                                                                                                                                 ,ID                                                ,                                                  ,3633.33,4150,4670.83,5187.5,5604.17,6016.67,6433.33,6845.83
1368,121,Public Housing                                                                                                                                                                                                                                                 ,IL                                                ,                                                  ,3733.33,4266.67,4800,5333.33,5758.33,6187.5,6612.5,7041.67
1369,122,Public Housing                                                                                                                                                                                                                                                 ,IN                                                ,                                                  ,3229.17,3691.67,4150,4612.5,4983.33,5350,5720.83,6087.5
1370,124,Public Housing                                                                                                                                                                                                                                                 ,KS                                                ,                                                  ,3283.33,3754.17,4220.83,4691.67,5066.67,5441.67,5816.67,6191.67
1371,125,Public Housing                                                                                                                                                                                                                                                 ,KY                                                ,                                                  ,3229.17,3691.67,4150,4612.5,4983.33,5350,5720.83,6087.5
1372,126,Public Housing                                                                                                                                                                                                                                                 ,LA                                                ,                                                  ,2791.67,3191.67,3587.5,3987.5,4308.33,4625,4945.83,5262.5
1373,129,Public Housing                                                                                                                                                                                                                                                 ,MA                                                ,                                                  ,4545.83,5191.67,5841.67,6491.67,7012.5,7529.17,8050,8570.83
1374,128,Public Housing                                                                                                                                                                                                                                                 ,MD                                                ,                                                  ,3733.33,4266.67,4800,5333.33,5758.33,6187.5,6612.5,7041.67
1375,127,Public Housing                                                                                                                                                                                                                                                 ,ME                                                ,                                                  ,3570.83,4079.17,4591.67,5100,5508.33,5916.67,6325,6733.33
1376,130,Public Housing                                                                                                                                                                                                                                                 ,MI                                                ,                                                  ,3733.33,4266.67,4800,5333.33,5758.33,6187.5,6612.5,7041.67
1377,131,Public Housing                                                                                                                                                                                                                                                 ,MN                                                ,                                                  ,3733.33,4266.67,4800,5333.33,5758.33,6187.5,6612.5,7041.67
1378,133,Public Housing                                                                                                                                                                                                                                                 ,MO                                                ,                                                  ,3283.33,3754.17,4220.83,4691.67,5066.67,5441.67,5816.67,6191.67
1379,132,Public Housing                                                                                                                                                                                                                                                 ,MS                                                ,                                                  ,2700,3083.33,3470.83,3854.17,4162.5,4470.83,4779.17,5087.5
1380,134,Public Housing                                                                                                                                                                                                                                                 ,MT                                                ,                                                  ,3125,3575,4020.83,4466.67,4825,5183.33,5537.5,5895.83
1381,141,Public Housing                                                                                                                                                                                                                                                 ,NC                                                ,                                                  ,3587.5,4100,4612.5,5125,5533.33,5945.83,6354.17,6766.67
1382,142,Public Housing                                                                                                                                                                                                                                                 ,ND                                                ,                                                  ,3375,3858.33,4337.5,4820.83,5208.33,5591.67,5979.17,6362.5
1383,135,Public Housing                                                                                                                                                                                                                                                 ,NE                                                ,                                                  ,3262.5,3725,4191.67,4658.33,5029.17,5404.17,5775,6150
1384,137,Public Housing                                                                                                                                                                                                                                                 ,NH                                                ,                                                  ,3858.33,4412.5,4962.5,5512.5,5954.17,6395.83,6837.5,7279.17
1385,138,Public Housing                                                                                                                                                                                                                                                 ,NJ                                                ,                                                  ,3733.33,4266.67,4800,5333.33,5758.33,6187.5,6612.5,7041.67
1386,139,Public Housing                                                                                                                                                                                                                                                 ,NM                                                ,                                                  ,3733.33,4266.67,4800,5333.33,5758.33,6187.5,6612.5,7041.67
1387,136,Public Housing                                                                                                                                                                                                                                                 ,NV                                                ,                                                  ,3445.83,3937.5,4429.17,4920.83,5312.5,5708.33,6100,6495.83
1388,140,Public Housing                                                                                                                                                                                                                                                 ,NY                                                ,                                                  ,4379.17,5004.17,5629.17,6254.17,6754.17,7254.17,7754.17,8254.17
1389,143,Public Housing                                                                                                                                                                                                                                                 ,OH                                                ,                                                  ,3583.33,4095.83,4608.33,5120.83,5529.17,5941.67,6350,6758.33
1390,144,Public Housing                                                                                                                                                                                                                                                 ,OK                                                ,                                                  ,2729.17,3120.83,3508.33,3900,4212.5,4525,4837.5,5150
1391,145,Public Housing                                                                                                                                                                                                                                                 ,OR                                                ,                                                  ,3304.17,3775,4250,4720.83,5100,5475,5854.17,6233.33
1392,146,Public Housing                                                                                                                                                                                                                                                 ,PA                                                ,                                                  ,3633.33,4150,4670.83,5187.5,5604.17,6016.67,6433.33,6845.83
1393,147,Public Housing                                                                                                                                                                                                                                                 ,RI                                                ,                                                  ,3733.33,4266.67,4800,5333.33,5758.33,6187.5,6612.5,7041.67
1394,148,Public Housing                                                                                                                                                                                                                                                 ,SC                                                ,                                                  ,3104.17,3545.83,3991.67,4433.33,4787.5,5141.67,5495.83,5850
1395,149,Public Housing                                                                                                                                                                                                                                                 ,SD                                                ,                                                  ,3108.33,3554.17,3995.83,4441.67,4795.83,5154.17,5508.33,5862.5
1396,150,Public Housing                                                                                                                                                                                                                                                 ,TN                                                ,                                                  ,3029.17,3458.33,3891.67,4325,4670.83,5016.67,5362.5,5708.33
1397,151,Public Housing                                                                                                                                                                                                                                                 ,TX                                                ,                                                  ,3420.83,3908.33,4400,4887.5,5279.17,5670.83,6062.5,6450
1398,152,Public Housing                                                                                                                                                                                                                                                 ,UT                                                ,                                                  ,3733.33,4266.67,4800,5333.33,5758.33,6187.5,6612.5,7041.67
1399,154,Public Housing                                                                                                                                                                                                                                                 ,VA                                                ,                                                  ,3733.33,4266.67,4800,5333.33,5758.33,6187.5,6612.5,7041.67
1400,153,Public Housing                                                                                                                                                                                                                                                 ,VT                                                ,                                                  ,3504.17,4008.33,4508.33,5008.33,5408.33,5808.33,6208.33,6612.5
1401,155,Public Housing                                                                                                                                                                                                                                                 ,WA                                                ,                                                  ,3733.33,4266.67,4800,5333.33,5758.33,6187.5,6612.5,7041.67
1402,157,Public Housing                                                                                                                                                                                                                                                 ,WI                                                ,                                                  ,3733.33,4266.67,4800,5333.33,5758.33,6187.5,6612.5,7041.67
1403,156,Public Housing                                                                                                                                                                                                                                                 ,WV                                                ,                                                  ,3429.17,3920.83,4408.33,4900,5291.67,5683.33,6075,6466.67
1404,158,Public Housing                                                                                                                                                                                                                                                 ,WY                                                ,                                                  ,3733.33,4266.67,4800,5333.33,5758.33,6187.5,6612.5,7041.67
1405,31,RI-Adult Education - 300% Poverty Level                                                                                                                                                                                                                        ,RI                                                ,                                                  ,2600,3500,4400,5300,6200,7100,8000,8900
1406,484,RX 100% of Poverty                                                                                                                                                                                                                                             ,FD                                                ,                                                  ,903,1214,1526,1838,2149,2461,2773,3084
1407,485,RX 125% of Poverty                                                                                                                                                                                                                                             ,FD                                                ,                                                  ,1128,1518,1907,2297,2686,3076,3466,3855
1408,486,RX 150% of Poverty  and Philadelphia SHARP                                                                                                                                                                                                                     ,FD                                                ,                                                  ,1354,1821,2289,2756,3224,3691,4159,4626
1409,487,RX 175% of Poverty                                                                                                                                                                                                                                             ,FD                                                ,                                                  ,1579,2125,2670,3216,3761,4306,4852,5397
1410,488,RX 200% of Poverty                                                                                                                                                                                                                                             ,FD                                                ,                                                  ,1805,2428,3052,3675,4298,4922,5545,6168
1411,669,RX 200% of Poverty for AK                                                                                                                                                                                                                                      ,                                                  ,                                                  ,2255,3035,3815,4595,5375,6155,6935,7715
1412,670,RX 200% of Poverty for HI                                                                                                                                                                                                                                      ,                                                  ,                                                  ,2077,2793,3510,4227,4943,5660,6377,7093
1413,491,RX 250% Poverty  and PA Medical Assistance for Workers with Disabilities                                                                                                                                                                                       ,FD                                                ,                                                  ,2256,3035,3815,4594,5373,6152,6931,7710
1414,489,RX 300% of Poverty                                                                                                                                                                                                                                             ,FD                                                ,                                                  ,2708,3643,4578,5513,6448,7383,8318,9253
1415,493,Sankyo Pharma Open Care Program -180% FPL                                                                                                                                                                                                                      ,FD                                                ,                                                  ,1625,2186,2747,3308,3869,4430,4991,5552
1416,2,Schedule A - Senior Corps Guidelines - 125 of poverty                                                                                                                                                                                                          ,FD                                                ,                                                  ,1128,1518,1907,2297,2686,3076,3466,3855
1417,3,Schedule A - Senior Corps Guidelines - 135 of poverty                                                                                                                                                                                                          ,FD                                                ,                                                  ,1218,1639,2060,2481,2901,3322,3743,4164
1418,4,Schedule C - HEAP/Weatherization                                                                                                                                                                                                                               ,FD                                                ,                                                  ,1030,1383,1735,2088,2440,2756,3106,3456
1419,6,Schedule D - Low Moderate Income Workers (annual income)                                                                                                                                                                                                       ,                                                  ,                                                  ,2206,2508,2508,2508,2508,2508,2508,2508
1420,7,Schedule F - SC SCP - WorkForce 55/Legal/JTPA/FGP/SCP   (125% Poverty)                                                                                                                                                                                         ,FD                                                ,                                                  ,1128,1518,1907,2297,2686,3076,3466,3855
1421,671,Sculptra Patient Access Program                                                                                                                                                                                                                                ,FD                                                ,                                                  ,3333,4167,5000,5833,6667,7500,8333,9167
1422,58,Section 8                                                                                                                                                                                                                                                      ,AK                                                ,                                                  ,2733.33,3125,3512.5,3904.17,4216.67,4529.17,4841.67,5154.17
1423,57,Section 8                                                                                                                                                                                                                                                      ,AL                                                ,                                                  ,1970.83,2250,2533.33,2812.5,3037.5,3262.5,3487.5,3712.5
1424,60,Section 8                                                                                                                                                                                                                                                      ,AR                                                ,                                                  ,1770.83,2025,2275,2529.17,2733.33,2933.33,3137.5,3337.5
1425,59,Section 8                                                                                                                                                                                                                                                      ,AZ                                                ,                                                  ,1920.83,2195.83,2470.83,2745.83,2966.67,3183.33,3404.17,3625
1426,61,Section 8                                                                                                                                                                                                                                                      ,CA                                                ,                                                  ,3300,3770.83,4241.67,4712.5,5087.5,5466.67,5841.67,6220.83
1427,62,Section 8                                                                                                                                                                                                                                                      ,CO                                                ,                                                  ,2600,2970.83,3341.67,3712.5,4008.33,4308.33,4604.17,4900
1428,63,Section 8                                                                                                                                                                                                                                                      ,CT                                                ,                                                  ,3566.67,4075,4587.5,5095.83,5504.17,5912.5,6320.83,6725
1429,65,Section 8                                                                                                                                                                                                                                                      ,DC                                                ,                                                  ,2995.83,3425,3850,4279.17,4620.83,4962.5,5304.17,5650
1430,64,Section 8                                                                                                                                                                                                                                                      ,DE                                                ,                                                  ,2270.83,2591.67,2916.67,3241.67,3500,3758.33,4020.83,4279.17
1431,66,Section 8                                                                                                                                                                                                                                                      ,FL                                                ,                                                  ,2233.33,2550,2870.83,3187.5,3441.67,3695.83,3954.17,4208.33
1432,67,Section 8                                                                                                                                                                                                                                                      ,GA                                                ,                                                  ,2091.67,2391.67,2687.5,2987.5,3225,3466.67,3704.17,3941.67
1433,68,Section 8                                                                                                                                                                                                                                                      ,HI                                                ,                                                  ,2775,3170.83,3566.67,3962.5,4279.17,4595.83,4912.5,5229.17
1434,72,Section 8                                                                                                                                                                                                                                                      ,IA                                                ,                                                  ,2216.67,2533.33,2850,3166.67,3420.83,3675,3925,4179.17
1435,69,Section 8                                                                                                                                                                                                                                                      ,ID                                                ,                                                  ,2270.83,2591.67,2916.67,3241.67,3500,3758.33,4020.83,4279.17
1436,70,Section 8                                                                                                                                                                                                                                                      ,IL                                                ,                                                  ,2525,2883.33,3245.83,3604.17,3891.67,4179.17,4470.83,4758.33
1437,71,Section 8                                                                                                                                                                                                                                                      ,IN                                                ,                                                  ,2016.67,2308.33,2595.83,2883.33,3112.5,3345.83,3575,3804.17
1438,73,Section 8                                                                                                                                                                                                                                                      ,KS                                                ,                                                  ,2054.17,2345.83,4220.83,4691.67,5066.67,5441.67,5816.67,6191.67
1439,74,Section 8                                                                                                                                                                                                                                                      ,KY                                                ,                                                  ,2016.67,2308.33,2595.83,2883.33,3112.5,3345.83,3575,3804.17
1440,75,Section 8                                                                                                                                                                                                                                                      ,LA                                                ,                                                  ,1745.83,1991.67,2241.67,2491.67,2691.67,2891.67,3091.67,3287.5
1441,78,Section 8                                                                                                                                                                                                                                                      ,MA                                                ,                                                  ,2841.67,3245.83,3654.17,4058.33,4383.33,4708.33,5033.33,5358.33
1442,77,Section 8                                                                                                                                                                                                                                                      ,MD                                                ,                                                  ,2395.83,2737.5,3079.17,3420.83,3695.83,3966.67,4241.67,4516.67
